,title,authors,language,categories,rating,maturityRating,publisher,published_date,page_count,isbn,price,currency,description,thumbnail,voters,ISBN
275,"Casenote Legal Briefs for Civil Procedure, Keyed to Yeazell and Schwartz",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Aspen Publishers,2019-02-25,168.0,9781543812725,-1.0,,"After your casebook, a Casenote Legal Brief is your most important reference source for the entire semester. Expert case studies and analyses and quicknote definitions of legal terms help you prepare for class discussion. Here is why you need Casenote Legal Briefs to help you understand cases in your most difficult courses: Each Casenote includes expert case summaries, which include the black letter law, facts, majority opinion, concurrences, and dissents, as well as analysis of the case. There is a Casenote for you! With dozens of Casenote Legal Briefs, you can find the Casenote to work with your assigned casebook and give you the extra understanding of all cases Casenotes in 1L subjects include a Quick Course Outline to help you understand the relationships between course topics.",http://books.google.com/books/content?id=3_SJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
276,"Proceedings of the Second International Conference on Computing in Civil Engineering, 5-9 June 1985, Hangzhou, China",['Zhao'],en,['Technology & Engineering'],,NOT_MATURE,Elsevier Science Limited,1985,1237.0,WISC:89013302716,-1.0,,,http://books.google.com/books/content?id=aXVbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
277,A Bibliography of Florida: 1881-1899,"['James Albert Servies', 'Lana D. Servies']",en,"['Catalogs, Union']",,NOT_MATURE,,1993,559.0,WISC:89073224248,-1.0,,,http://books.google.com/books/content?id=zxYe9Usgl4oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
278,"Engineering Mechanics Devoted to Mechanical Civil, Mining and Electrical Engineering",,en,,,NOT_MATURE,,1890,,UIUC:30112101907951,-1.0,,,http://books.google.com/books/content?id=aiRHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
279,Library of Congress Subject Headings,,en,"['Subject headings, Library of Congress']",,NOT_MATURE,,2011,,UOM:39015038642172,-1.0,,,http://books.google.com/books/content?id=BD0oAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
280,Library of Congress Subject Headings,['Library of Congress. Cataloging Policy and Support Office'],en,"['Subject headings, Library of Congress']",4.0,NOT_MATURE,,2002,,UOM:39015038642172,-1.0,,,http://books.google.com/books/content?id=BD0oAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
281,Rap Music and Street Consciousness,['Cheryl Lynette Keyes'],en,['Music'],5.0,NOT_MATURE,University of Illinois Press,2004,302.0,0252072014,-1.0,,"In this first musicological history of rap music, Cheryl L. Keyes traces the genre's history from its roots in West African bardic traditions, the Jamaican dancehall tradition, and African American vernacular expressions to its permeation of the cultural mainstream as a major tenet of hip-hop lifestyle and culture. Rap music, according to Keyes, is a forum that addresses the political and economic disfranchisement of black youths and other groups, fosters ethnic pride, and displays culture values and aesthetics. Blending popular culture with folklore and ethnomusicology, Keyes offers a nuanced portrait of the artists, themes, and varying styles reflective of urban life and street consciousness. Drawing on the music, lives, politics, and interests of figures including Afrika Bambaataa, the ""godfather of hip-hop,"" and his Zulu Nation, George Clinton and Parliament-Funkadelic, Grandmaster Flash, Kool ""DJ"" Herc, MC Lyte, LL Cool J, De La Soul, Public Enemy, Ice-T, DJ Jazzy Jeff and the Fresh Prince, and The Last Poets, Rap Music and Street Consciousness challenges outsider views of the genre. The book also draws on ethnographic research done in New York, Los Angeles, Detroit and London, as well as interviews with performers, producers, directors, fans, and managers. Keyes's vivid and wide-ranging analysis covers the emergence and personas of female rappers and white rappers, the legal repercussions of technological advancements such as electronic mixing and digital sampling, the advent of rap music videos, and the existence of gangsta rap, Southern rap, acid rap, and dance-centered rap subgenres. Also considered are the crossover careers of rap artists in movies and television; rapper-turned-mogul phenomenons such as Queen Latifah; the multimedia empire of Sean ""P. Diddy"" Combs; the cataclysmic rise of Death Row Records; East Coast versus West Coast tensions; the deaths of Tupac Shakur and Christopher ""The Notorious B.I.G."" Wallace; and the unification efforts of the Nation of Islam and the Hip-Hop Nation.",http://books.google.com/books/content?id=HRmRqtD6oPgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
282,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176.0,9780375890451,-1.0,,"This Halloween is more than just tricks and treats--it's deadly serious. It was supposed to be a simple ding-dong ditch. A dare to give them bragging rights. But as Sammy and her friends sneak up to the spookiest house in town, they get scared witless by a skeleton, and then witness something frightening enough to make even Sammy scream. Things have taken a scary turn at school, too, with horrible Heather spreading embarrassing rumors about Sammy. Sammy devises a plan to expose her, but it's going to take a deceptive disguise, some good friends, and a lot of guts to pull it off... Praise for the Sammy Keyes series: “If Kinsey Millhone ever hires a junior partner, Sammy Keyes will be the first candidate on the list. She’s feisty, fearless, and funny. A top-notch investigator!” —New York Times bestselling author Sue Grafton “The sleuth delights from start to finish. Keep your binoculars trained on Sammy Keyes.” —Publishers Weekly “The most winning junior detective ever in teen lit. (Take that, Nancy Drew!)” —Midwest Children’s Book Review",http://books.google.com/books/content?id=fUWdVfuStdEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
283,That's the Joint!,"['Murray Forman', 'Mark Anthony Neal']",en,['Music'],4.0,NOT_MATURE,Psychology Press,2004-01,628.0,0415969190,-1.0,,"Spanning 25 years of serious writing on hip-hop by noted scholars and mainstream journalists, this comprehensive anthology includes observations and critiques on groundbreaking hip-hop recordings.",http://books.google.com/books/content?id=VvYv0Sr05FAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
284,Columbian Cyclopedia,,en,['Encyclopedias and dictionaries'],,NOT_MATURE,,1897,,NYPL:33433000967525,-1.0,,,http://books.google.com/books/content?id=z8NRAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
285,Alden's Manifold Cyclopedia of Knowledge and Language,,en,['Encyclopedias and dictionaries'],,NOT_MATURE,,1890,,UIUC:30112002987540,-1.0,,,http://books.google.com/books/content?id=2QNDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
286,Ethnomusicology at UCLA.,,en,['Ethnomusicologists'],,NOT_MATURE,,1997,,UCSC:32106020696784,-1.0,,,http://books.google.com/books/content?id=lYwwAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
287,Catalog of Copyright Entries,,en,['American drama'],,NOT_MATURE,,1973,,STANFORD:36105006281104,-1.0,,"Includes Part 1, Number 1: Books and Pamphlets, Including Serials and Contributions to Periodicals (January - June)",http://books.google.com/books/content?id=ZB0hAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
288,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5.0,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240.0,9780307930637,-1.0,,"The final mystery starring Sammy Keyes: “the most winning junior detective ever in teen lit. (Take that, Nancy Drew!)” —Midwest Children’s Book Review Sammy doesn’t go looking for trouble, but she seems to find it everywhere. She’s forever sniffing out clues and chasing down bad guys—and driving her friends a little nuts. She’s gone up against thieves and counterfeiters and gangsters and blackmailers and murderers, and always stayed one step ahead. Until now. Last night, one of the bad guys caught up. Last night, someone followed Sammy up the fire escape and pushed her from the third story. Now she’s in the hospital, out cold. And her friends are left with the questions Sammy’s always been so good at answering: Why? How? But most of all . . . WHO? In this emotional conclusion to her beloved long-running series, Wendelin Van Draanen shows just how many lives one nosy girl can touch and pays tribute to a life well sleuthed. Praise for Sammy Keyes: “If Kinsey Millhone ever hires a junior partner, Sammy Keyes will be the first candidate on the list. She’s feisty, fearless, and funny. A top-notch investigator!” —Sue Grafton “Sammy’s brave, resourceful, observant and a loyal friend, but this girl sleuth is no well-mannered Nancy Drew. She’s endearingly hot-tempered, nosy, and not always obedient—in short, she’s someone I want to read about again.” —Margaret Maron",http://books.google.com/books/content?id=9yFaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
289,Tales From Boilermaker Country: A Collection of the Greatest Stories Ever Told,['Doug Griffiths'],en,['Music'],,NOT_MATURE,Simon and Schuster,2012-01-31,999.0,9781613214947,-1.0,,"The history of Purdue athletics is sometimes funny, sometimes poignant and triumphant and often pretty amazing -- but always uniquely human. Along the way many characters have arisen in over 11 decades of competition and nearly 200 of these great stories are chronicled in Tales from the Boilermaker Country. On the hardwood, readers will learn why Purdue turned down its first opportunity to play in the NCAA Tournament, allowing archrival Indiana to win the 1940 title and how the first ""Big Dog"" in Purdue men's basketball history wasn't Glenn Robinson. From the football sidelines, the authors reveal the dramatic incident which almost cost the lives of Rose Bowl heroes Bob Griese and George Catavolas at the 1967 Hula Bowl. Also, readers will find out how long-time New York Yankees' owner George Steinbrenner became an assistant coach for the Purdue football team and a quarter century later was instrumental in luring the Boilermakers' NCAA Final Four coach away from ! Purdue. Included are the stories of Purdue's national championship teams; the 1961 golf team which was led by a player that never lost to golfing legend Jack Nicklaus and the triumphant story of the 1999 Purdue women's basketball team surviving three coaching changes en route to a national title. You will enjoy reading stories from some of the colorful characters in the school's past: Mike Alstott, Lin Dunn, Gene Keady, George King, Ward ""Piggy"" Lambert, Jack Mollenkopf, Michael ""Scooby"" Scearce, Moose Skowron and Joe Tiller -- to name a few. And you will travel back to the early days and the origins of Boilermaker sports when the team traveled by train and continue through the digital age when Heisman Trophy hopeful Drew Brees was promoted for the award in cyberspace.",http://books.google.com/books/content?id=NGyCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
290,War Football,['Chris Serb'],en,['Sports & Recreation'],,NOT_MATURE,Rowman & Littlefield,2019-06-26,296.0,9780252034664,-1.0,,Waging the Cold War's ideological battles on the gridiron,http://books.google.com/books/content?id=zvVSjoaAiUQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
291,African Americans in Sports,['David K. Wiggins'],en,['History'],,NOT_MATURE,Routledge,2015-03-26,488.0,9781422292877,-1.0,,"This book profiles some of the greatest African-American athletes of the past 150 years. They competed in sports ranging from boxing and horse racing to track and field, basketball, and baseball. As you'll discover, what these champions accomplished on the field of competition was often but a small part of their story. Read, for example, about how doctors thought Wilma Rudolph might never walk after a childhood bout of polio—but she went on to sprint her way to three Olympic gold medals. Or how the fiery Jackie Robinson silently endured a torrent of abuse in order to break baseball's ""color barrier."" Find out the connection between a stolen bike and Muhammad Ali's legendary boxing career. And learn how the African-American sports heroes of the past helped pave the way for superstars of the present, such as Kobe Bryant, Tiger Woods, and Candace Parker.",http://books.google.com/books/content?id=emvTBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
292,Black Champions of the Gridiron,['Andrew Sturgeon Young'],en,['Football'],,NOT_MATURE,,1969,120.0,LCCN:70088110,-1.0,,Relates the college careers of two famous black football stars.,,,
293,Football's Most Wanted,['Floyd Conner'],en,['Sports & Recreation'],,NOT_MATURE,"Potomac Books, Inc.",2011,300.0,9781612340432,-1.0,,"Readers will score a touchdown at their tailgate parties with FootballOCOs Most WantedOao II: The Top 10 Book of More Bruising Backs, Savage Sacks, and Gridiron Oddities by Walter Harvey. With fun facts and amazing anecdotes from professional and college football, itOCOs sure to delight fans new and old while presenting a wealth of interesting and amusing tidbits and trivia. Harvey takes over in the second half after a stellar performance by the starter, FootballOCOs Most WantedOao, and is poised to lead your team to victory. With more than fifty additional top-ten lists on a plethora of pigskin possibilities, thereOCOs something here for everybody. Harvey includes information on some of the greatest gridiron rivalries, amazing football streaks and records, the youngest coaches and oldest players, famous and defunct college football bowls, coaches who both excelled and failed when making the jump from college to the pros, and the most entertaining touchdown celebrations. He touches on footballers who go into commercials, introduces the famous OC other halvesOCO of football players, and even details ten of the longest scoring plays in NFL history. FootballOCOs Most WantedOao II: The Top 10 Book of More Bruising Backs, Savage Sacks, and Gridiron Oddities is a sure score for every fan.""",http://books.google.com/books/content?id=EYN6JwZGdi0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
294,The USA TODAY College Football Encyclopedia 2008-2009,"['Bob Boyles', 'Paul Guido']",en,['Biography & Autobiography'],3.0,NOT_MATURE,Skyhorse Publishing Inc.,2008-08-04,1335.0,1602393311,-1.0,,"A statistical and factual reference to the past half-century of college football features recaps of more than seven thousand games, includes complete season-by-season lineups and records, and is complemented by personality profiles of forefront players and coaches. Original. 20,000 first printing.",http://books.google.com/books/content?id=Rykyvd8b-AwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
295,ESPN college football encyclopedia,"['Michael MacCambridge', 'ESPN (Television network)']",en,['Reference'],5.0,NOT_MATURE,ESPN Books,2005-09-01,1629.0,UOM:49015003142883,-1.0,,"Presents scores, schedules, fight song lyrics, distinguished alumni, and bowl records for each school, and includes essays by sportswriters.",http://books.google.com/books/content?id=nWARAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
296,The Howitzer,,en,,,NOT_MATURE,,1913,,WISC:89073068165,-1.0,,,http://books.google.com/books/content?id=9ISCvada14cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
297,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176.0,9780375890451,-1.0,,"This Halloween is more than just tricks and treats--it's deadly serious. It was supposed to be a simple ding-dong ditch. A dare to give them bragging rights. But as Sammy and her friends sneak up to the spookiest house in town, they get scared witless by a skeleton, and then witness something frightening enough to make even Sammy scream. Things have taken a scary turn at school, too, with horrible Heather spreading embarrassing rumors about Sammy. Sammy devises a plan to expose her, but it's going to take a deceptive disguise, some good friends, and a lot of guts to pull it off... Praise for the Sammy Keyes series: “If Kinsey Millhone ever hires a junior partner, Sammy Keyes will be the first candidate on the list. She’s feisty, fearless, and funny. A top-notch investigator!” —New York Times bestselling author Sue Grafton “The sleuth delights from start to finish. Keep your binoculars trained on Sammy Keyes.” —Publishers Weekly “The most winning junior detective ever in teen lit. (Take that, Nancy Drew!)” —Midwest Children’s Book Review",http://books.google.com/books/content?id=fUWdVfuStdEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
298,American Book Publishing Record,,en,['American literature'],,NOT_MATURE,,1970,,1642655376,-1.0,,,http://books.google.com/books/content?id=2U8_zAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
299,"Casenote Legal Briefs for Sports Law, Keyed to Weiler, Roberts, Abrams, and Ross",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,2011-02-28,180.0,1454803290,-1.0,,"After your casebook, Casenote Legal Briefs will be your most important reference source for the entire semester. It is the most popular legal briefs series available, with over 130 titles, and is relied on by thousands of students for its expert case summaries, comprehensive analysis of concurrences and dissents, as well as of the majority opinion in the briefs. Casenotes Features: Keyed to specific casebooks by title/author Most current briefs available Redesigned for greater student accessibility Sample brief with element descriptions called out Redesigned chapter opener provides rule of law and page number for each brief Quick Course Outline chart included with major titles Revised glossary in dictionary format",http://books.google.com/books/content?id=_cdxYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
300,"Casenote Legal Briefs for Taxation, Keyed to Freeland, Lathrope, and Stephens",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,2013-11-15,156.0,1454845465,-1.0,,"After your casebook, a Casenote Legal Brief is your most important reference source for the entire semester. The series is trusted for its expert summary of the principal cases in your casebook. Its proven reliability makes Casenote Legal Briefs the most popular case brief series available. With more than 100 titles keyed to the current editions of major casebooks, you know you can find the help you need. The brief for each case saves you time and helps you retain important issues. Each brief has a succinct statement of the rule of law/black letter law, description of the facts, and important points of the holding and decision. Quicknotes are short definitions of the legal terms used at the end of each brief. Use the Glossary in the end of your text to define common Latin legal terms. Such an overview, combined with case analysis, helps broaden your understanding and supports you in classroom discussion. Each title is keyed to the current edition of a specific casebook; it s your trusted guide to the text throughout the semester. The brief for each principal case in the casebook saves you time and helps you retain important issues. Each brief has a succinct statement of the rule of law/black letter law, description of the facts, important points of the holding and decision, and concurrences and dissents included in the casebook excerpt. This overview is combined with a short analysis: all to help you broaden your understanding and support you in classroom discussion. Quicknotes at end of each brief give you short definitions of the legal terms used. A handy Glossary of common Latin words and phrases is included in every Casenote. Detailed instruction on how to brief a case is provided for you. A free Quick Course Outline accompanies all Casenote Legal Briefs in these course areas: Civil Procedure, Constitutional Law, Contracts, Criminal Law, Criminal Procedure, Evidence, Property, and Torts.",http://books.google.com/books/content?id=zlvMngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
301,School Activities,,en,,,NOT_MATURE,,1960,,STANFORD:36105006524669,-1.0,,,http://books.google.com/books/content?id=zGMVAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
302,"Casenote Legal Briefs for Torts, Keyed to Goldberg Sebok and Ziprusky",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,2016-07-20,189.0,9781543841282,-1.0,,"After your casebook, a Casenote Legal Brief is your most important reference source for the entire semester. Expert case studies and analyses and quicknote definitions of legal terms help you prepare for class discussion. Here is why you need Casenote Legal Briefs to help you understand cases in your most difficult courses: Each Casenote includes expert case summaries, which include the black letter law, facts, majority opinion, concurrences, and dissents, as well as analysis of the case. There is a Casenote for you! With dozens of Casenote Legal Briefs, you can find the Casenote to work with your assigned casebook and give you the extra understanding of all cases Casenotes in 1L subjects include a Quick Course Outline to help you understand the relationships between course topics.",http://books.google.com/books/content?id=sD86EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
303,School Activities and the Library,,en,['School libraries'],,NOT_MATURE,,1960,,OCLC:827675705,-1.0,,,,,
304,"Casenote Legal Briefs for Contracts, Keyed to Calamari, Periilo, Bender, and Brown",['Casenote Legal Briefs'],en,['Law'],,NOT_MATURE,Wolters Kluwer Law & Business,2011-10-11,144.0,1454807784,-1.0,,"After your casebook, Casenote Legal Briefs will be your most important reference source for the entire semester. It is the most popular legal briefs series available, with over 130 titles, and is relied on by thousands of students for its expert case summaries, comprehensive analysis of concurrences and dissents, as well as of the majority opinion in the briefs. Casenotes Features: Keyed to specific casebooks by title/author Most current briefs available Redesigned for greater student accessibility Sample brief with element descriptions called out Redesigned chapter opener provides rule of law and page number for each brief Quick Course Outline chart included with major titles Revised glossary in dictionary format",http://books.google.com/books/content?id=LRWNZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
305,Contracts,['Aspen Publishers'],en,['Law'],,NOT_MATURE,Aspen Publishers Online,2007-12-17,275.0,043350689X,-1.0,,,,,
306,Higher Education Exchange 78/79,['Janet A. Mitchell'],en,['Universities and colleges'],,NOT_MATURE,,1978,766.0,UOM:39015047781466,-1.0,,,http://books.google.com/books/content?id=8wIvAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
307,A Multiple-continuous Offense for High School Basketball,"['James Cathcart', 'Jim Cathcart']",en,['Basketball'],,NOT_MATURE,,1968,205.0,UOM:39015001830184,-1.0,,,http://books.google.com/books/content?id=oE9gBfMQXFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
308,The Coaching Clinic,,en,['Coaching (Athletics)'],,NOT_MATURE,,1970,,OCLC:959504057,-1.0,,,,,
309,Cumulative List of Organizations Described in Section 170 (c) of the Internal Revenue Code of 1986,,en,"['Charitable uses, trusts, and foundations']",,NOT_MATURE,,2003,,NYPL:33433016643763,-1.0,,,http://books.google.com/books/content?id=9JqnB02PabMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
310,Cumulative List of Organizations Described in Section 170 (c) of the Internal Revenue Code of 1954,,en,"['Charitable uses, trusts, and foundations']",,NOT_MATURE,,2003,,UOM:39015062223626,-1.0,,,http://books.google.com/books/content?id=syo6AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
311,Our Ewing family,['Laura Dingle Ewing'],en,,,NOT_MATURE,,1978,503.0,WISC:89066007055,-1.0,,"Genealogies of the Ewing, Dingle, Roddie, Ball, and Desoto family by one of their descendants.",http://books.google.com/books/content?id=ertJAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
312,Century of American Savings Banks,['James Hilton Manning'],en,['Savings banks'],,NOT_MATURE,,1917,,1331989035,-1.0,,"Excerpt from Century of American Savings Banks: Published Under the Auspices of the Savings Banks Association of the State of New York in Commemoration of the Centenary of Savings Banks in America; Retrospective-Prospective The preparation and publication of this work grew out of the desire on the part of the Savings Banks of the State, and more especially the Savings Banks Association of the State of New York (of which the author had the honor to be president from May 21, 1914, to May 18, 1916), to make suitable permanent record of the celebration of the Centenary of American Savings Banks. That celebration was held in connection with the twenty-third annual convention of the Association in the city of New York, May 17 and 18, 1916. It was an ever-memorable occasion in the history of Savings Banks in the United States, attended by more than five hundred representatives of this great interest from all parts of the country, more especially from New England and the East. Unfortunately, the clamant demands of the war prevented the attendance of delegates from European countries, but they were present in thought and spirit, as their most cordial letters, written amidst all the dangers and distractions of soul-harrowing times and printed in the chapter on the celebration, clearly show. Originally conceived as a small pamphlet to contain the proceedings of the celebration, the work has gradually grown to the proportions of a two-volume edition, embracing in its scope the rise of Savings Banks in Europe and America, a history of each of the so-called pioneer banks of the United States, School and Postal Savings Banks, the Thrift Movement in America, etc., besides numerous chapters of a practical nature on the management of these institutions of the people. In addition to this there is presented an authentic history of each of the 141 Savings Banks in the State of New York, written from first-hand information obtained especially for this work. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=Lpj3sgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
313,Best books on the stock market,['Sheldon Zerden'],en,['Business & Economics'],,NOT_MATURE,R. R. Bowker,1972,168.0,1623152577,-1.0,,"This book provides you the tools to start investing wisely and successfully with straightforward explanations of the fundamentals, key investing questions answered, strategies for picking winners, useful advice on buying, selling, owning, and diversifying, and invaluable tips on building your financial portfolio through stock market investing.",http://books.google.com/books/content?id=Xg3rnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
314,Cracks in My Foundation,['Marian Keyes'],en,['Fiction'],3.0,NOT_MATURE,Harper Collins,2009-10-13,368.0,9780061864698,-1.0,,"Go further under the covers and stay in bed a little longer with Marian Keyes in this winning follow-up to her smash essay collection, Under the Duvet. Written in the witty, forthright style that has earned her legions of devoted readers, Cracks in My Foundation offers an even deeper and more candid look into this beloved author's mind and heart, exploring such universal themes as friends and family, home, glamour and beauty, children, travel, and more. Marian's hilarious and thoughtful take on life makes her readers feel they are reading a friend, not just an author. Marian continues to entertain with her reports from the trenches, and throws in some original short fiction as well. Whether it's visiting Siberia, breaking it off with an old hairdresser, shopping (of course!), turning forty, living with her beloved husband, Himself (a man beyond description), or musing on the F word (feminism), Marian shares the joys, passions, and sorrows of her world and helps us feel good about our own. So grab a latte and a pillow and get ready to laugh your slippers off!",http://books.google.com/books/content?id=bCuXpqPCeCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
315,"Guide to U.S. Foundations, Their Trustees, Officers, and Donors",,en,"['Charitable uses, trusts, and foundations']",5.0,NOT_MATURE,,2006,,UOM:39015063387453,-1.0,,,http://books.google.com/books/content?id=D1sUAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
316,Corporate Giving Directory,['Verne Thompson'],en,['Business & Economics'],,NOT_MATURE,Information Today Incorporated,2006-11,1500.0,1569954771,-1.0,,"This handy reference book provides complete profiles of more than 1,000 of the largest corporate foundations and corporate direct giving programs in the U.S - the funding sources that represent nearly $5.6 billion in cash and non-monetary support annually. Profiles include valuable information on contacts, giving priorities, operating locations, nonmonetary support, typical recipients, application procedures and more. Included are more than 40 new corporate foundation profiles and expanded coverage of the 100 biggest givers, the top 100 companies and preselected giving lists. It also highlights, indexes and expands coverage of top-10 corporate givers for the previous year and lists the ``Top-10'' givers to various causes.",http://books.google.com/books/content?id=zMl1MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
317,The Foundation Directory,,en,['Endowments'],,NOT_MATURE,,1960,,0879548711,-1.0,,"-- Put The Foundation Directory, the classic guide to America's top founders, to work on your fundraising campaign. The new edition of the Directory features current data on the nation's most influential founders, those that hold assets of at least $2 million or distribute $200,000 or more in grants each year. The volume includes key facts on 8,600+ of these important foundations., over 1,000 of which did not appear in the last edition. Directory foundations hold assets in excess of $247 billion and donate well over $12 billion each year. With over 32,000 descriptions of recently awarded grants, the Directory provides fundraisers with unique insight into foundation giving priorities. -- Expand your grantseeking program to mid-sized foundations with The foundation Directory Part 2. The Directory Part 2 is designed specifically for nonprofit organizations that want to broaden their funding base to include mid-sized foundations, those that hold assets from $1 million to $2 million or with annual grant programs from $50,000 to $200,000. The new 1999 Edition features over 4,900 of these important foundations, over 1,000 of which are covered for the first time. These grantmakers contribute hundreds of millions of dollars to nonprofits each year, providing crucial support for organizations on both the local and national level. Directory Part 2 includes over 15,900 grant descriptions, often the best indication of giving interests. -- And, we'll update your Directories later in the year with the supplement. The supplement provides the latest-breaking news on Foundation Directory and Directory Part 2 grantmakers in updated entries that keep you abreast of recently altered givinginterests, new staff, and more.",http://books.google.com/books/content?id=MQZTPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,
318,Key and allied families,['Janie Warren Hollingsworth Lane'],en,,,NOT_MATURE,,1931,495.0,9780806349770,-1.0,,"This work concentrates upon families with a strong connection to Virginia and Kentucky, most of which are traced forward from the eighteenth, if not the seventeenth, century. The compiler makes ample use of published sources some extent original records, and the recollections of the oldest living members of a number of the families covered. Finally. The essays reflect a balanced mixture of genealogy and biography, which makes for interesting reading and a substantial number of linkages between as many as six generations of family members.",http://books.google.com/books/content?id=S_8HvAfI0LoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
319,Text Processing in Python,['David Mertz'],en,['Computers'],4.5,NOT_MATURE,Addison-Wesley Professional,2003,520.0,0321112547,-1.0,,"bull; Demonstrates how Python is the perfect language for text-processing functions. bull; Provides practical pointers and tips that emphasize efficient, flexible, and maintainable approaches to text-processing challenges. bull; Helps programmers develop solutions for dealing with the increasing amounts of data with which we are all inundated.",http://books.google.com/books/content?id=GxKWdn7u4w8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,
